;class;message;not_stemmed;stemmed
4616;spam;Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B;sunshine quiz win a super sony did recorder if you cannae the capital of australia text quiz to number b;sunshin quiz win super soni record canna capit australia text quiz number b
4617;ham;Ü called dad oredi...;a called dad order;call dad order
4618;ham;Good. do you think you could send me some pix? I would love to see your top and bottom...;good do you think you could send me some six i would love to see your top and bottom;good think could send six would love see top bottom
4619;ham;Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.;nam i m going to wear my sport shoes anyway i m going to be late let;nam go wear sport shoe anyway go late let
4620;ham;Sorry, I'll call later In meeting.;sorry i ll call later in meeting;sorri call later meet
4621;ham;THIS IS A LONG FUCKIN SHOWR;this is a long fucking show;long fuck show
4622;ham;Received, understood n acted upon!;received understood n acted upon;receiv understood n act upon
4623;ham;They finally came to fix the ceiling.;they finally came to fix the ceiling;final came fix ceil
4624;ham;"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....";u need my presents always bc you cant mis love jeevithathile irulinae neekunna prakasamanu steam prakash ennals arabia that mrs arabia is love got it dont mis me;u need present alway bc cant mi love jeevithathil irulina neekunna prakasamanu steam prakash ennal arabia mr arabia love got dont mi
4625;ham;Jus finish blowing my hair. U finish dinner already?;jus finish blowing my hair you finish dinner already;ju finish blow hair finish dinner alreadi
4626;ham;I'm on the bus. Love you;i m on the bus love you;bu love
4627;ham;Lol ... I knew that .... I saw him in the dollar store;lol i knew that i saw him in the dollar store;lol knew saw dollar store
4628;spam;Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!;please call our customer service representative on number number number between number am number pm as you have won a guaranteed moneysymb number cash or moneysymb number prize;pleas call custom servic repres number number number number number pm guarante moneysymb number cash moneysymb number prize
4629;spam;Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.;todays soda numbers ending with number are selected to receive a moneysymb number reward if you have a match please call phonenumber quoting claim code number standard rates apply;today soda number end number select receiv moneysymb number reward match pleas call phonenumb quot claim code number standard rate appli
4630;ham;Only saturday and sunday holiday so its very difficult:);only saturday and sunday holiday so its very difficult;saturday sunday holiday difficult
4631;ham;Everybody had fun this evening. Miss you.;everybody had fun this evening miss you;everybodi fun even miss
4632;ham;Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?;got hella gas money want to go on a grand nature adventure with galileo in a little bit;got hella ga money want go grand natur adventur galileo littl bit
4633;ham;I'm in a meeting, call me later at;i m in a meeting call me later at;meet call later
4634;ham;Oh wow thats gay. Will firmware update help;oh wow thats gay will firmware update help;oh wow that gay firmwar updat help
4635;ham;These won't do. Have to move on to morphine;these won t do have to move on to morphine;move morphin
4636;ham;How come i din c ü... Yup i cut my hair...;how come i din c a yup i cut my hair;come din c yup cut hair
4637;ham;K k pa Had your lunch aha.;k k pa had your lunch aha;k k pa lunch aha
4638;ham;Oh ho. Is this the first time u use these type of words;oh ho is this the first time you use these type of words;oh ho first time use type word
4639;ham;Captain vijaykanth is doing comedy in captain tv..he is drunken :);captain vijaykanth is doing comedy in captain tv he is drunken;captain vijaykanth comedi captain tv drunken
4640;ham;Of course. I guess god's just got me on hold right now.;of course i guess god s just got me on hold right now;cours guess god got hold right
4641;ham;Do you hide anythiing or keeping distance from me;do you hide anything or keeping distance from me;hide anyth keep distanc
4642;ham;Havent.;havent;havent
4643;spam;You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3;you are being ripped off get your mobile content from httpaddr call phonenumber poly true six intones games six download for only number;rip get mobil content httpaddr call phonenumb poli true six inton game six download number
4644;ham;Sorry i din lock my keypad.;sorry i din lock my keypad;sorri din lock keypad
4645;ham;Did u got that persons story;did you got that persons story;got person stori
4646;ham;Are you planning to come chennai?;are you planning to come henna;plan come henna
4647;spam;We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705;we tried to contact you re your reply to our offer of a video phone number anytime any network mins half price line rental camcorder reply or call number;tri contact repli offer video phone number anytim network min half price line rental camcord repli call number
4648;ham;God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!;god created gap btw ur fingers so dat sum number very special will fill those gaps by holding ur hands now plc dont ask y he created so much gap between legs;god creat gap btw ur finger dat sum number special fill gap hold ur hand plc dont ask creat much gap leg
4649;ham;We are okay. Going to sleep now. Later;we are okay going to sleep now later;okay go sleep later
4650;ham;Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.;please protect yourself from e threats sib never asks for sensitive information like passwords atm sms pin thru email never share your password with anybody;pleas protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi
4651;ham;"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """;finally it has happened after decades beer is now cheaper than petrol the goverment expects us to drink but don t drive;final happen decad beer cheaper petrol gover expect us drink drive
4652;spam;A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ;a moneysymb number xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a moneysymb number reward just call phonenumber;moneysymb number xma reward wait comput randomli pick loyal mobil custom receiv moneysymb number reward call phonenumb
4653;ham;Where r e meeting tmr?;where r e meeting mr;r e meet mr
4654;ham;Lol yes. But it will add some spice to your day.;lol yes but it will add some spice to your day;lol ye add spice day
4655;ham;Hope you are having a great day.;hope you are having a great day;hope great day
4656;ham;Our Prasanth ettans mother passed away last night. Just pray for her and family.;our peasants evans mother passed away last night just pray for her and family;peasant evan mother pass away last night pray famili
